37.743571, -122.417908, 20, 20, 120, 50, 21.358f
37.743457, -122.417988, 20, 20, 120, 50, 21.358f
37.743376, -122.418047, 20, 20, 120, 50, 21.358f
37.743194, -122.418171, 20, 20, 120, 50, 21.358f
37.74299, -122.418294, 20, 20, 120, 50, 21.358f
37.742799, -122.418428, 20, 20, 120, 50, 21.358f
37.742604,-122.418551, 20 , 20, 120, 50, 21.358f
37.742358, -122.418718, 20, 20, 120, 50, 21.358f
37.742137, -122.418900, 20, 20, 120, 50, 21.358f
37.741809, -122.419117, 20, 20, 120, 50, 21.358f
37.741533, -122.419311, 20, 20, 120, 50, 21.358f
37.741283, -122.419482, 20, 20, 120, 50, 21.358f
37.741149, -122.419308, 20, 20, 120, 50, 21.358f
37.741045, -122.419010, 20, 20, 120, 50, 21.358f
37.740926, -122.418694, 20, 20, 120, 50, 21.358f
37.740744, -122.418283, 20, 20, 120, 50, 21.358f
37.740691, -122.418108, 20, 20, 120, 50, 21.358f
37.740622, -122.417941, 20, 20, 120, 50, 21.358f
37.740566, -122.417804, 20, 20, 120, 50, 21.358f
37.740460, -122.417870, 20, 20, 120, 50, 21.358f
37.740337, -122.417955, 20, 20, 120, 50, 21.358f
37.740163, -122.418053, 20, 20, 120, 50, 21.358f
37.740038, -122.418142, 20, 20, 120, 50, 21.358f
37.739913, -122.418203, 20, 20, 120, 50, 21.358f
37.739700, -122.418349, 20, 20, 120, 50, 21.358f
37.739595, -122.418416, 20, 20, 120, 50, 21.358f
37.739477, -122.418490, 20, 20, 120, 50, 21.358f
37.739390, -122.418559, 20, 20, 120, 50, 21.358f
37.739310, -122.418619, 20, 20, 120, 50, 21.358f
37.739186, -122.418707, 20, 20, 120, 50, 21.358f
37.739099, -122.418758, 20, 20, 120, 50, 21.358f
37.739006, -122.418805, 20, 20, 120, 50, 21.358f
37.738910, -122.418872, 20, 20, 120, 50, 21.358f
37.738790, -122.418951, 20, 20, 120, 50, 21.358f
37.738671, -122.419021, 20, 20, 120, 50, 21.358f
37.738584, -122.419083, 20, 20, 120, 50, 21.358f
37.738523, -122.419010, 20, 20, 120, 50, 21.358f
37.738494, -122.418598, 20, 20, 120, 50, 21.358f
37.738464, -122.418329, 20, 20, 120, 50, 21.358f
37.738449, -122.418050, 20, 20, 120, 50, 21.358f
37.738424, -122.417890, 20, 20, 120, 50, 21.358f
37.738527, -122.417885, 20, 20, 120, 50, 21.358f
37.738664, -122.417866, 20, 20, 120, 50, 21.358f
37.738788, -122.417854, 20, 20, 120, 50, 21.358f
37.738929, -122.417838, 20, 20, 120, 50, 21.358f
37.739070, -122.417822, 20, 20, 120, 50, 21.358f
37.739176, -122.417595, 20, 20, 120, 50, 21.358f
37.739158, -122.417418, 20, 20, 120, 50, 21.358f
37.739136, -122.417295, 20, 20, 120, 50, 21.358f
37.739125, -122.417145, 20, 20, 120, 50, 21.358f
37.739109, -122.416984, 20, 20, 120, 50, 21.358f
37.739081, -122.416746, 20, 20, 120, 50, 21.358f
37.739055, -122.416557, 20, 20, 120, 50, 21.358f
37.739032, -122.416340, 20, 20, 120, 50, 21.358f
37.739034, -122.416187, 20, 20, 120, 50, 21.358f
37.739016, -122.415997, 20, 20, 120, 50, 21.358f
