47.507547,-122.274139, 20, 20, 120, 50, 21.358f
47.507243,-122.27412, 20, 20, 120, 50, 21.358f
47.507157,-122.273927, 20, 20, 120, 50, 21.358f
47.506943,-122.274485, 20, 20, 120, 50, 21.358f
47.5069,-122.275214, 20, 20, 120, 50, 21.358f
47.507136,-122.276115, 20, 20, 120, 50, 21.358f
47.507865,-122.277339, 20, 20, 120, 50, 21.358f
47.507994,-122.278433, 20, 20, 120, 50, 21.358f
47.506492,-122.278669, 20, 20, 120, 50, 21.358f
47.506213,-122.278862, 20, 20, 120, 50, 21.358f
47.506084,-122.27957, 20, 20, 120, 50, 21.358f
47.506406,-122.280064, 20, 20, 120, 50, 21.358f
47.512972,-122.285342, 20, 20, 120, 50, 21.358f
47.516041,-122.28766, 20, 20, 120, 50, 21.358f
47.5175,-122.288539, 20, 20, 120, 50, 21.358f
47.52162,-122.290535, 20, 20, 120, 50, 21.358f
47.52619,-122.291994, 20, 20, 120, 50, 21.358f
47.529817,-122.293453, 20, 20, 120, 50, 21.358f
47.534087,-122.295556, 20, 20, 120, 50, 21.358f
47.535439,-122.296457, 20, 20, 120, 50, 21.358f
47.537048,-122.297959, 20, 20, 120, 50, 21.358f
47.542048,-122.303753, 20, 20, 120, 50, 21.358f
47.546039,-122.308087, 20, 20, 120, 50, 21.358f
47.547369,-122.30989, 20, 20, 120, 50, 21.358f
47.550716,-122.315426, 20, 20, 120, 50, 21.358f
47.551382,-122.316306, 20, 20, 120, 50, 21.358f
47.552347,-122.317142, 20, 20, 120, 50, 21.358f
47.557561,-122.320468, 20, 20, 120, 50, 21.358f
47.559299,-122.321262, 20, 20, 120, 50, 21.358f
47.561617,-122.321477, 20, 20, 120, 50, 21.358f
47.56784,-122.32034, 20, 20, 120, 50, 21.358f
47.575972,-122.319674, 20, 20, 120, 50, 21.358f
47.579491,-122.319031, 20, 20, 120, 50, 21.358f
47.583568,-122.319868, 20, 20, 120, 50, 21.358f
47.588246,-122.320361, 20, 20, 120, 50, 21.358f
47.590864,-122.321005, 20, 20, 120, 50, 21.358f
47.59198,-122.320983, 20, 20, 120, 50, 21.358f
47.595391,-122.320297, 20, 20, 120, 50, 21.358f
47.597022,-122.320383, 20, 20, 120, 50, 21.358f
47.598352,-122.32094, 20, 20, 120, 50, 21.358f
47.599511,-122.321842, 20, 20, 120, 50, 21.358f
47.603116,-122.326283, 20, 20, 120, 50, 21.358f
47.607343,-122.329974, 20, 20, 120, 50, 21.358f
47.608802,-122.330811, 20, 20, 120, 50, 21.358f
47.61009,-122.331026, 20, 20, 120, 50, 21.358f
47.611141,-122.330832, 20, 20, 120, 50, 21.358f
47.616248,-122.328923, 20, 20, 120, 50, 21.358f
47.618093,-122.328408, 20, 20, 120, 50, 21.358f
47.619574,-122.328215, 20, 20, 120, 50, 21.358f
47.626677,-122.32815, 20, 20, 120, 50, 21.358f
47.627406,-122.328, 20, 20, 120, 50, 21.358f
47.628822,-122.327271, 20, 20, 120, 50, 21.358f
47.631934,-122.324309, 20, 20, 120, 50, 21.358f
47.634122,-122.323301, 20, 20, 120, 50, 21.358f
47.635839,-122.322807, 20, 20, 120, 50, 21.358f
47.645409,-122.322464, 20, 20, 120, 50, 21.358f
47.656481,-122.322357, 20, 20, 120, 50, 21.358f
47.663069,-122.32182, 20, 20, 120, 50, 21.358f
47.669871,-122.321756, 20, 20, 120, 50, 21.358f
47.671566,-122.321563, 20, 20, 120, 50, 21.358f
47.675664,-122.320511, 20, 20, 120, 50, 21.358f
47.680707,-122.320597, 20, 20, 120, 50, 21.358f
47.682102,-122.321026, 20, 20, 120, 50, 21.358f
47.683539,-122.322035, 20, 20, 120, 50, 21.358f
47.688196,-122.327249, 20, 20, 120, 50, 21.358f
47.69017,-122.328773, 20, 20, 120, 50, 21.358f
47.690513,-122.329588, 20, 20, 120, 50, 21.358f
47.690513,-122.333236, 20, 20, 120, 50, 21.358f
47.690964,-122.333665, 20, 20, 120, 50, 21.358f
47.695942,-122.333815, 20, 20, 120, 50, 21.358f
47.695942,-122.334974, 20, 20, 120, 50, 21.358f
47.697744,-122.334995, 20, 20, 120, 50, 21.358f
47.697787,-122.334652, 20, 20, 120, 50, 21.358f
47.698302,-122.334652, 20, 20, 120, 50, 21.358f
47.69856,-122.334352, 20, 20, 120, 50, 21.358f
